,invoice,package_id,qty,unit_price,sale_amount,item_name,date,day,time,transaction,category,store_category,campaign,metro_area,county_1,total_market_sales
33498,14436,9000000859,1.64,1.65,2.71,Junior Mints,2019-03-15,Fri,17:20:00,Good,Retail,Type_A,discount_type_2,,,
33500,14435,A000006522,1.63,5.17,8.43,Swedish Fish,2019-03-15,Fri,17:19:00,Good,Retail,Type_A,discount_type_1,,,
33501,14434,A000006395,1.63,3.06,4.99,Skittles wildberry,2019-03-15,Fri,17:14:00,Good,Retail,Type_A,discount_type_1,,,
33504,14434,A000006525,0.47,5.17,2.43,Rolo,2019-03-15,Fri,17:14:00,Good,Retail,Type_A,discount_type_1,,,
33507,14434,A000006518,0.42,5.17,2.17,Nerds,2019-03-15,Fri,17:14:00,Good,Retail,Type_A,discount_type_1,,,
33510,14433,9000001008,3.26,1.54,5.02,Sour Patch Kids,2019-03-15,Fri,17:00:00,Good,Retail,Type_A,discount_type_11,,,
33513,14433,9000000859,3.27,1.54,5.04,Junior Mints,2019-03-15,Fri,17:00:00,Good,Retail,Type_A,discount_type_11,,,
33516,14433,9000000822,0.28,3.33,0.93,Reeses Miniatures,2019-03-15,Fri,17:00:00,Good,Retail,Type_A,discount_type_11,,,
33519,14431,9000000859,3.26,1.66,5.41,Junior Mints,2019-03-15,Fri,16:40:00,Good,Retail,Type_A,discount_type_2,,,
33521,14431,A000006518,0.51,4.27,2.18,Nerds,2019-03-15,Fri,16:40:00,Good,Retail,Type_A,discount_type_2,,,
33523,14430,A000006525,0.47,4.66,2.19,Rolo,2019-03-15,Fri,16:37:00,Good,Retail,Type_A,discount_type_15,,,
33524,14429,A000006339,0.5,4.83,2.42,Reeses stuffed with pieces,2019-03-15,Fri,16:11:00,Good,Retail,Type_A,discount_type_1,,,
33528,14429,A000006525,0.51,4.7,2.4,Rolo,2019-03-15,Fri,16:11:00,Good,Retail,Type_A,discount_type_1,,,
33532,14429,A000006518,0.5,4.79,2.4,Nerds,2019-03-15,Fri,16:11:00,Good,Retail,Type_A,discount_type_1,,,
33536,14429,A000006522,0.51,4.74,2.42,Swedish Fish,2019-03-15,Fri,16:11:00,Good,Retail,Type_A,discount_type_1,,,
33540,14428,A000006397,1.6,3.07,4.91,Snickers,2019-03-15,Fri,16:08:00,Good,Retail,Type_A,discount_type_1,,,
33541,14426,A000006373,1.63,1.9,3.1,Peanut butter M&Ms,2019-03-15,Fri,16:01:00,Good,Retail,Type_A,discount_type_2,,,
33542,14425,9000000822,0.28,3.33,0.93,Reeses Miniatures,2019-03-15,Fri,15:58:00,Good,Retail,Type_A,discount_type_2,,,
33543,14424,9000000813,0.28,3.33,0.93,Reeses pieces,2019-03-15,Fri,15:51:00,Good,Retail,Type_A,discount_type_2,,,
33548,14424,9000000822,0.28,3.33,0.93,Reeses Miniatures,2019-03-15,Fri,15:51:00,Good,Retail,Type_A,discount_type_2,,,
33568,14422,9000000937,0.19,3.7,0.7,Almond Joy,2019-03-15,Fri,15:39:00,Good,Retail,Type_A,discount_type_1,,,
33576,14422,9000000813,0.28,3.7,1.04,Reeses pieces,2019-03-15,Fri,15:39:00,Good,Retail,Type_A,discount_type_1,,,
33584,14420,9000000760,0.28,3.7,1.04,Skittles original,2019-03-15,Fri,15:29:00,Good,Retail,Type_A,discount_type_4,,,
33585,14419,A000006525,1.63,4.66,7.6,Rolo,2019-03-15,Fri,15:12:00,Good,Retail,Type_A,discount_type_2,,,
33586,14418,9000001006,0.44,2.99,1.32,Reeses Miniatures,2019-03-15,Fri,15:07:00,Good,Retail,Type_A,discount_type_2,,,
33587,14417,A000006525,1.67,1.58,2.64,Rolo,2019-03-15,Fri,15:07:00,Good,Retail,Type_A,discount_type_6,,,
33592,14417,A000006522,1.66,1.58,2.62,Swedish Fish,2019-03-15,Fri,15:07:00,Good,Retail,Type_A,discount_type_6,,,
33597,14417,A000006514,1.67,1.58,2.64,Mr Good Bar,2019-03-15,Fri,15:07:00,Good,Retail,Type_A,discount_type_6,,,
33602,14417,A000006518,1.66,1.55,2.57,Nerds,2019-03-15,Fri,15:07:00,Good,Retail,Type_A,discount_type_6,,,
33607,14417,9000000907,0.28,2.4,0.67,Nestle Butterfinger,2019-03-15,Fri,15:07:00,Good,Retail,Type_A,discount_type_6,,,
33612,14416,A000006522,1.63,5.17,8.43,Swedish Fish,2019-03-15,Fri,15:02:00,Good,Retail,Type_A,discount_type_1,,,
33617,14416,A000006370,1.58,3.07,4.85,Nestle Crunch,2019-03-15,Fri,15:02:00,Good,Retail,Type_A,discount_type_1,,,
33622,14416,9000000907,0.28,3.7,1.04,Nestle Butterfinger,2019-03-15,Fri,15:02:00,Good,Retail,Type_A,discount_type_1,,,
33627,14416,9000000859,1.66,2.07,3.44,Junior Mints,2019-03-15,Fri,15:02:00,Good,Retail,Type_A,discount_type_1,,,
33632,14416,A000006395,3.28,2.83,9.28,Skittles wildberry,2019-03-15,Fri,15:02:00,Good,Retail,Type_A,discount_type_1,,,
33637,14415,9000000884,1.61,2.76,4.44,Sour Patch Kids,2019-03-15,Fri,14:39:00,Good,Retail,Type_A,discount_type_2,,,
33638,14413,A000006524,1.61,3.7,5.96,M&Ms,2019-03-15,Fri,14:27:00,Good,Retail,Type_A,discount_type_11,,,
33640,14413,A000006514,1.59,3.7,5.88,Mr Good Bar,2019-03-15,Fri,14:27:00,Good,Retail,Type_A,discount_type_11,,,
33642,14412,A000006373,1.63,1.9,3.1,Peanut butter M&Ms,2019-03-15,Fri,14:19:00,Good,Retail,Type_A,discount_type_2,,,
33643,14411,A000006374,1.66,4.04,6.71,Air Heads,2019-03-15,Fri,14:18:00,Good,Retail,Type_A,discount_type_1,,,
33644,14410,9000000822,0.28,3.33,0.93,Reeses Miniatures,2019-03-15,Fri,14:05:00,Good,Retail,Type_A,discount_type_2,,,
33646,14410,A000006337,0.28,3.33,0.93,Snickers Crisper,2019-03-15,Fri,14:05:00,Good,Retail,Type_A,discount_type_2,,,
33648,14409,A000006340,1.63,1.9,3.1,Sour Patch Tricksters,2019-03-15,Fri,13:58:00,Good,Retail,Type_A,discount_type_2,,,
33649,14408,A000006340,1.63,2.11,3.44,Sour Patch Tricksters,2019-03-15,Fri,13:57:00,Good,Retail,Type_A,discount_type_1,,,
33653,14408,9000000822,0.28,3.7,1.04,Reeses Miniatures,2019-03-15,Fri,13:57:00,Good,Retail,Type_A,discount_type_1,,,
33661,14408,A000006522,0.48,5.02,2.41,Swedish Fish,2019-03-15,Fri,13:57:00,Good,Retail,Type_A,discount_type_1,,,
33665,14407,9000001008,0.84,1.85,1.55,Sour Patch Kids,2019-03-15,Fri,13:46:00,Good,Retail,Type_A,discount_type_2,,,
33666,14406,9000001007,0.51,2.74,1.4,Reeses pieces,2019-03-15,Fri,13:36:00,Good,Retail,Type_A,discount_type_2,,,
33667,14403,A000006373,1.63,1.9,3.1,Peanut butter M&Ms,2019-03-15,Fri,13:16:00,Good,Retail,Type_A,discount_type_2,,,
33671,14402,9000000884,3.29,2.44,8.03,Sour Patch Kids,2019-03-15,Fri,13:09:00,Good,Retail,Type_A,discount_type_2,,,
33673,14402,9000001007,3.29,2.44,8.03,Reeses pieces,2019-03-15,Fri,13:09:00,Good,Retail,Type_A,discount_type_2,,,
33675,14401,A000006522,1.67,4.54,7.58,Swedish Fish,2019-03-15,Fri,12:58:00,Good,Retail,Type_A,discount_type_2,,,
33676,14400,9000000907,0.28,3.7,1.04,Nestle Butterfinger,2019-03-15,Fri,12:55:00,Good,Retail,Type_A,discount_type_1,,,
33680,14399,9000000822,0.28,3.7,1.04,Reeses Miniatures,2019-03-15,Fri,12:55:00,Good,Retail,Type_A,discount_type_1,,,
33681,14398,A000006525,1.64,4.63,7.59,Rolo,2019-03-15,Fri,12:44:00,Good,Retail,Type_A,discount_type_2,,,
33682,14397,A000006373,1.63,1.9,3.1,Peanut butter M&Ms,2019-03-15,Fri,12:42:00,Good,Retail,Type_A,discount_type_2,,,
33683,14396,A000006525,1.63,5.16,8.41,Rolo,2019-03-15,Fri,12:25:00,Good,Retail,Type_A,discount_type_14,,,
33684,14394,A000006343,3.26,0.92,3.0,Nestle Butterfinger,2019-03-15,Fri,12:16:00,Good,Retail,Type_A,discount_type_133,,,
33685,14393,A000006343,1.67,1.03,1.72,Nestle Butterfinger,2019-03-15,Fri,12:11:00,Good,Retail,Type_A,discount_type_134,,,
33686,14392,9000000813,0.28,3.7,1.04,Reeses pieces,2019-03-15,Fri,12:07:00,Good,Retail,Type_A,discount_type_1,,,
33688,14392,9000000822,0.28,3.7,1.04,Reeses Miniatures,2019-03-15,Fri,12:07:00,Good,Retail,Type_A,discount_type_1,,,
33690,14390,A000006395,3.3,2.53,8.35,Skittles wildberry,2019-03-15,Fri,12:00:00,Good,Retail,Type_A,discount_type_2,,,
33691,14389,9000001007,3.28,2.4,7.87,Reeses pieces,2019-03-15,Fri,11:36:00,Good,Retail,Type_A,discount_type_7,,,
33692,14388,9000001006,0.5,2.8,1.4,Reeses Miniatures,2019-03-15,Fri,11:31:00,Good,Retail,Type_A,discount_type_2,,,
33693,14387,A000006343,1.67,2.06,3.44,Nestle Butterfinger,2019-03-15,Fri,11:28:00,Good,Retail,Type_A,discount_type_1,,,
33694,14386,9000000822,0.28,0.15,0.04,Reeses Miniatures,2019-03-15,Fri,10:57:00,Good,Retail,Type_A,discount_type_5,,,
33695,14384,9000000859,0.5,2.04,1.02,Junior Mints,2019-03-15,Fri,10:12:00,Good,Retail,Type_A,discount_type_8,,,
33696,14383,A000006525,3.27,1.32,4.32,Rolo,2019-03-15,Fri,10:09:00,Good,Retail,Type_A,discount_type_6,,,
33698,14383,A000006524,6.53,1.32,8.62,M&Ms,2019-03-15,Fri,10:09:00,Good,Retail,Type_A,discount_type_6,,,
33700,14381,A000006373,1.63,1.8,2.93,Peanut butter M&Ms,2019-03-15,Fri,10:02:00,Good,Retail,Type_A,discount_type_8,,,
33701,14380,A000006525,1.67,4.54,7.58,Rolo,2019-03-15,Fri,10:02:00,Good,Retail,Type_A,discount_type_13,,,
33704,14380,9000000907,0.28,3.33,0.93,Nestle Butterfinger,2019-03-15,Fri,10:02:00,Good,Retail,Type_A,discount_type_13,,,
33707,14380,9000000813,0.28,3.33,0.93,Reeses pieces,2019-03-15,Fri,10:02:00,Good,Retail,Type_A,discount_type_13,,,
33710,14379,A000006373,1.63,1.8,2.93,Peanut butter M&Ms,2019-03-15,Fri,10:01:00,Good,Retail,Type_A,discount_type_8,,,
33711,14378,9000000813,0.28,3.14,0.88,Reeses pieces,2019-03-15,Fri,09:51:00,Good,Retail,Type_A,discount_type_8,,,
33712,14376,A000006340,1.63,1.8,2.93,Sour Patch Tricksters,2019-03-15,Fri,09:44:00,Good,Retail,Type_A,discount_type_8,,,
33713,14372,A000006370,6.53,2.35,15.35,Nestle Crunch,2019-03-15,Fri,09:22:00,Good,Retail,Type_A,discount_type_13,,,
33715,14372,A000006395,6.54,2.35,15.37,Skittles wildberry,2019-03-15,Fri,09:22:00,Good,Retail,Type_A,discount_type_13,,,
33717,14371,9000001008,1.66,1.76,2.92,Sour Patch Kids,2019-03-15,Fri,09:14:00,Good,Retail,Type_A,discount_type_8,,,
33719,14371,9000001006,1.67,2.53,4.23,Reeses Miniatures,2019-03-15,Fri,09:14:00,Good,Retail,Type_A,discount_type_8,,,
33721,14370,9000001008,13.05,1.4,18.27,Sour Patch Kids,2019-03-15,Fri,08:55:00,Good,Retail,Type_A,discount_type_8,,,
33722,14369,A000006371,1.66,3.63,6.03,Milky Way Simply Caramel,2019-03-15,Fri,08:49:00,Good,Retail,Type_A,discount_type_2,,,
33725,14369,A000006522,3.27,3.99,13.05,Swedish Fish,2019-03-15,Fri,08:49:00,Good,Retail,Type_A,discount_type_2,,,
33728,14369,A000006525,3.28,3.99,13.09,Rolo,2019-03-15,Fri,08:49:00,Good,Retail,Type_A,discount_type_2,,,
33731,14368,A000006525,1.66,4.39,7.29,Rolo,2019-03-15,Fri,08:43:00,Good,Retail,Type_A,discount_type_2,,,
33734,14368,A000006522,1.65,4.39,7.24,Swedish Fish,2019-03-15,Fri,08:43:00,Good,Retail,Type_A,discount_type_2,,,
33737,14368,9000000813,0.28,3.33,0.93,Reeses pieces,2019-03-15,Fri,08:43:00,Good,Retail,Type_A,discount_type_2,,,
33740,14367,A000006340,1.63,1.8,2.93,Sour Patch Tricksters,2019-03-15,Fri,08:37:00,Good,Retail,Type_A,discount_type_8,,,
33741,14366,A000006340,1.63,1.9,3.1,Sour Patch Tricksters,2019-03-15,Fri,08:11:00,Good,Retail,Type_A,discount_type_13,,,
33742,14365,9000000813,0.56,3.14,1.76,Reeses pieces,2019-03-15,Fri,08:08:00,Good,Retail,Type_A,discount_type_8,,,
33744,14365,A000006340,1.63,1.8,2.93,Sour Patch Tricksters,2019-03-15,Fri,08:08:00,Good,Retail,Type_A,discount_type_8,,,
33746,14364,A000006395,0.93,3.07,2.86,Skittles wildberry,2019-03-14,Thu,21:53:00,Good,Retail,Type_A,discount_type_1,,,
33748,14364,A000006373,1.63,2.11,3.44,Peanut butter M&Ms,2019-03-14,Thu,21:53:00,Good,Retail,Type_A,discount_type_1,,,
33750,14363,A000006371,0.44,4.43,1.95,Milky Way Simply Caramel,2019-03-14,Thu,21:48:00,Good,Retail,Type_A,discount_type_1,,,
33751,14362,9000001008,0.51,1.9,0.97,Sour Patch Kids,2019-03-14,Thu,21:24:00,Good,Retail,Type_A,discount_type_2,,,
33753,14362,9000000859,0.49,1.9,0.93,Junior Mints,2019-03-14,Thu,21:24:00,Good,Retail,Type_A,discount_type_2,,,
33755,14361,A000006374,6.49,3.9,25.31,Air Heads,2019-03-14,Thu,21:22:00,Good,Retail,Type_A,discount_type_1,,,
33756,14360,9000000859,13.02,1.65,21.48,Junior Mints,2019-03-14,Thu,21:20:00,Good,Retail,Type_A,discount_type_1,,,
33757,14359,9000000859,13.0,1.72,22.36,Junior Mints,2019-03-14,Thu,21:18:00,Good,Retail,Type_A,discount_type_1,,,
33758,14358,A000006373,1.63,1.69,2.75,Peanut butter M&Ms,2019-03-14,Thu,21:14:00,Good,Retail,Type_A,discount_type_135,,,
33760,14358,9000001008,1.66,1.66,2.76,Sour Patch Kids,2019-03-14,Thu,21:14:00,Good,Retail,Type_A,discount_type_135,,,
33762,14357,9000000907,0.28,3.7,1.04,Nestle Butterfinger,2019-03-14,Thu,21:11:00,Good,Retail,Type_A,discount_type_1,,,
33767,14357,A000006524,0.79,4.43,3.5,M&Ms,2019-03-14,Thu,21:11:00,Good,Retail,Type_A,discount_type_1,,,
33772,14357,A000006374,0.79,4.43,3.5,Air Heads,2019-03-14,Thu,21:11:00,Good,Retail,Type_A,discount_type_1,,,
33777,14357,A000006518,0.8,5.17,4.14,Nerds,2019-03-14,Thu,21:11:00,Good,Retail,Type_A,discount_type_1,,,
33782,14357,A000006342,0.82,4.07,3.34,Haribo Sour Bears,2019-03-14,Thu,21:11:00,Good,Retail,Type_A,discount_type_1,,,
33787,14356,A000006514,3.3,3.47,11.45,Mr Good Bar,2019-03-14,Thu,21:09:00,Good,Retail,Type_A,discount_type_4,,,
33788,14355,9000000859,0.83,1.86,1.54,Junior Mints,2019-03-14,Thu,20:59:00,Good,Retail,Type_A,discount_type_2,,,
33789,14354,A000006522,3.3,1.56,5.15,Swedish Fish,2019-03-14,Thu,20:56:00,Good,Retail,Type_A,discount_type_6,,,
33790,14351,A000006337,0.28,3.7,1.04,Snickers Crisper,2019-03-14,Thu,20:34:00,Good,Retail,Type_A,discount_type_1,,,
33794,14350,9000000937,0.37,3.33,1.23,Almond Joy,2019-03-14,Thu,20:15:00,Good,Retail,Type_A,discount_type_2,,,
33795,14349,A000006397,1.63,3.06,4.99,Snickers,2019-03-14,Thu,20:15:00,Good,Retail,Type_A,discount_type_1,,,
33796,14348,9000000907,0.28,3.33,0.93,Nestle Butterfinger,2019-03-14,Thu,20:13:00,Good,Retail,Type_A,discount_type_4,,,
33798,14348,9000000813,0.28,3.33,0.93,Reeses pieces,2019-03-14,Thu,20:13:00,Good,Retail,Type_A,discount_type_4,,,
33800,14347,A000006373,1.63,1.9,3.1,Peanut butter M&Ms,2019-03-14,Thu,20:09:00,Good,Retail,Type_A,discount_type_2,,,
33803,14347,A000006343,0.81,1.9,1.54,Nestle Butterfinger,2019-03-14,Thu,20:09:00,Good,Retail,Type_A,discount_type_2,,,
33806,14347,9000001008,0.81,1.9,1.54,Sour Patch Kids,2019-03-14,Thu,20:09:00,Good,Retail,Type_A,discount_type_2,,,
33809,14346,9000001007,3.3,1.31,4.32,Reeses pieces,2019-03-14,Thu,20:06:00,Good,Retail,Type_A,discount_type_40,,,
33812,14346,A000006518,6.58,1.31,8.62,Nerds,2019-03-14,Thu,20:06:00,Good,Retail,Type_A,discount_type_40,,,
33815,14346,A000006339,3.27,1.31,4.28,Reeses stuffed with pieces,2019-03-14,Thu,20:06:00,Good,Retail,Type_A,discount_type_40,,,
33818,14344,A000006395,0.49,2.85,1.4,Skittles wildberry,2019-03-14,Thu,19:50:00,Good,Retail,Type_A,discount_type_2,,,
33819,14343,A000006339,1.65,1.56,2.57,Reeses stuffed with pieces,2019-03-14,Thu,19:47:00,Good,Retail,Type_A,discount_type_6,,,
33820,14342,A000006518,0.5,4.31,2.15,Nerds,2019-03-14,Thu,19:47:00,Good,Retail,Type_A,discount_type_2,,,
33821,14341,A000006397,1.67,2.24,3.74,Snickers,2019-03-14,Thu,19:42:00,Good,Retail,Type_A,discount_type_136,,,
33822,14341,A000006397,1.67,2.24,3.74,Snickers,2019-03-14,Thu,19:42:00,Good,Retail,Type_A,discount_type_135,,,
33824,14341,A000006370,1.65,2.24,3.7,Nestle Crunch,2019-03-14,Thu,19:42:00,Good,Retail,Type_A,discount_type_136,,,
33825,14341,A000006370,1.65,2.24,3.7,Nestle Crunch,2019-03-14,Thu,19:42:00,Good,Retail,Type_A,discount_type_135,,,
33827,14341,A000006522,0.5,3.87,1.94,Swedish Fish,2019-03-14,Thu,19:42:00,Good,Retail,Type_A,discount_type_136,,,
33828,14341,A000006522,0.5,3.87,1.94,Swedish Fish,2019-03-14,Thu,19:42:00,Good,Retail,Type_A,discount_type_135,,,
33830,14339,A000006374,0.49,4.18,2.05,Air Heads,2019-03-14,Thu,19:35:00,Good,Retail,Type_A,discount_type_1,,,
33831,14338,A000006343,1.65,1.87,3.09,Nestle Butterfinger,2019-03-14,Thu,19:28:00,Good,Retail,Type_A,discount_type_2,,,
33832,14337,9000001007,3.29,2.26,7.44,Reeses pieces,2019-03-14,Thu,19:15:00,Good,Retail,Type_A,discount_type_135,,,
33833,14336,A000006343,0.82,1.89,1.55,Nestle Butterfinger,2019-03-14,Thu,19:12:00,Good,Retail,Type_A,discount_type_2,,,
33834,14335,A000006374,1.63,3.7,6.03,Air Heads,2019-03-14,Thu,19:06:00,Good,Retail,Type_A,discount_type_2,,,
33835,14334,A000006340,1.63,2.11,3.44,Sour Patch Tricksters,2019-03-14,Thu,18:58:00,Good,Retail,Type_A,discount_type_1,,,
33836,14331,A000006525,0.45,5.17,2.33,Rolo,2019-03-14,Thu,18:53:00,Good,Retail,Type_A,discount_type_1,,,
33837,14330,A000006343,13.02,1.65,21.48,Nestle Butterfinger,2019-03-14,Thu,18:45:00,Good,Retail,Type_A,discount_type_1,,,
33838,14329,A000006397,1.66,2.4,3.98,Snickers,2019-03-14,Thu,18:44:00,Good,Retail,Type_A,discount_type_136,,,
33839,14328,A000006395,0.94,2.76,2.59,Skittles wildberry,2019-03-14,Thu,18:33:00,Good,Retail,Type_A,discount_type_2,,,
33842,14328,A000006370,0.46,3.0,1.38,Nestle Crunch,2019-03-14,Thu,18:33:00,Good,Retail,Type_A,discount_type_2,,,
33845,14328,9000000937,0.19,3.33,0.63,Almond Joy,2019-03-14,Thu,18:33:00,Good,Retail,Type_A,discount_type_2,,,
33848,14327,A000006522,0.49,5.17,2.53,Swedish Fish,2019-03-14,Thu,18:33:00,Good,Retail,Type_A,discount_type_1,,,
33851,14327,A000006518,0.51,5.17,2.64,Nerds,2019-03-14,Thu,18:33:00,Good,Retail,Type_A,discount_type_1,,,
33854,14327,A000006525,0.51,5.17,2.64,Rolo,2019-03-14,Thu,18:33:00,Good,Retail,Type_A,discount_type_1,,,
33857,14326,9000000813,0.28,3.33,0.93,Reeses pieces,2019-03-14,Thu,18:25:00,Good,Retail,Type_A,discount_type_2,,,
33859,14326,9000000907,0.28,3.33,0.93,Nestle Butterfinger,2019-03-14,Thu,18:25:00,Good,Retail,Type_A,discount_type_2,,,
33861,14325,A000006397,1.63,3.06,4.99,Snickers,2019-03-14,Thu,18:21:00,Good,Retail,Type_A,discount_type_1,,,
33862,14324,A000006518,1.65,4.09,6.75,Nerds,2019-03-14,Thu,18:20:00,Good,Retail,Type_A,discount_type_1,,,
33863,14323,A000006398,0.47,4.43,2.08,Peanut M&Ms,2019-03-14,Thu,18:12:00,Good,Retail,Type_A,discount_type_1,,,
33864,14322,A000006398,0.46,4.43,2.04,Peanut M&Ms,2019-03-14,Thu,18:10:00,Good,Retail,Type_A,discount_type_1,,,
33865,14321,A000006340,1.63,2.11,3.44,Sour Patch Tricksters,2019-03-14,Thu,18:08:00,Good,Retail,Type_A,discount_type_1,,,
33866,14320,A000006340,1.63,2.11,3.44,Sour Patch Tricksters,2019-03-14,Thu,18:05:00,Good,Retail,Type_A,discount_type_1,,,
33867,14319,9000000907,0.28,3.7,1.04,Nestle Butterfinger,2019-03-14,Thu,18:04:00,Good,Retail,Type_A,discount_type_1,,,
33875,14319,A000006337,0.28,3.7,1.04,Snickers Crisper,2019-03-14,Thu,18:04:00,Good,Retail,Type_A,discount_type_1,,,
33883,14318,A000006373,1.63,1.9,3.1,Peanut butter M&Ms,2019-03-14,Thu,17:51:00,Good,Retail,Type_A,discount_type_4,,,
33884,14317,9000001008,1.67,2.07,3.46,Sour Patch Kids,2019-03-14,Thu,17:41:00,Good,Retail,Type_A,discount_type_1,,,
33885,14316,A000006524,0.47,4.34,2.04,M&Ms,2019-03-14,Thu,17:36:00,Good,Retail,Type_A,discount_type_1,,,
33887,14316,A000006397,0.47,3.33,1.57,Snickers,2019-03-14,Thu,17:36:00,Good,Retail,Type_A,discount_type_1,,,
33889,14315,A000006395,1.6,2.76,4.42,Skittles wildberry,2019-03-14,Thu,17:33:00,Good,Retail,Type_A,discount_type_2,,,
33891,14315,9000001008,1.6,1.9,3.04,Sour Patch Kids,2019-03-14,Thu,17:33:00,Good,Retail,Type_A,discount_type_2,,,
33893,14312,A000006340,1.63,1.69,2.75,Sour Patch Tricksters,2019-03-14,Thu,16:55:00,Good,Retail,Type_A,discount_type_1,,,
33894,14310,A000006373,1.63,1.9,3.1,Peanut butter M&Ms,2019-03-14,Thu,16:49:00,Good,Retail,Type_A,discount_type_2,,,
33895,14309,9000000937,0.19,3.7,0.7,Almond Joy,2019-03-14,Thu,16:48:00,Good,Retail,Type_A,discount_type_1,,,
33901,14309,9000000907,0.28,3.7,1.04,Nestle Butterfinger,2019-03-14,Thu,16:48:00,Good,Retail,Type_A,discount_type_1,,,
33904,14308,9000000937,0.19,3.33,0.63,Almond Joy,2019-03-14,Thu,16:43:00,Good,Retail,Type_A,discount_type_2,,,
33908,14307,9000000797,0.28,3.7,1.04,Skittles original,2019-03-14,Thu,16:39:00,Good,Retail,Type_A,discount_type_1,,,
33913,14307,A000006337,0.28,3.7,1.04,Snickers Crisper,2019-03-14,Thu,16:39:00,Good,Retail,Type_A,discount_type_1,,,
33918,14307,9000000907,0.28,3.7,1.04,Nestle Butterfinger,2019-03-14,Thu,16:39:00,Good,Retail,Type_A,discount_type_1,,,
33923,14307,A000006525,0.49,4.93,2.42,Rolo,2019-03-14,Thu,16:39:00,Good,Retail,Type_A,discount_type_1,,,
33928,14307,A000006374,1.65,4.06,6.7,Air Heads,2019-03-14,Thu,16:39:00,Good,Retail,Type_A,discount_type_1,,,
33933,14306,A000006373,1.63,1.9,3.1,Peanut butter M&Ms,2019-03-14,Thu,16:38:00,Good,Retail,Type_A,discount_type_2,,,
33934,14305,A000006522,3.3,3.91,12.9,Swedish Fish,2019-03-14,Thu,16:29:00,Good,Retail,Type_A,discount_type_4,,,
33935,14304,A000006343,3.27,1.65,5.4,Nestle Butterfinger,2019-03-14,Thu,16:25:00,Good,Retail,Type_A,discount_type_2,,,
33936,14302,A000006343,0.83,1.86,1.54,Nestle Butterfinger,2019-03-14,Thu,15:58:00,Good,Retail,Type_A,discount_type_2,,,
33937,14301,9000000937,0.19,3.7,0.7,Almond Joy,2019-03-14,Thu,15:50:00,Good,Retail,Type_A,discount_type_1,,,
33945,14301,9000000907,0.28,3.7,1.04,Nestle Butterfinger,2019-03-14,Thu,15:50:00,Good,Retail,Type_A,discount_type_1,,,
33953,14299,A000006525,0.49,4.39,2.15,Rolo,2019-03-14,Thu,15:34:00,Good,Retail,Type_A,discount_type_2,,,
33954,14297,A000006522,1.65,4.09,6.75,Swedish Fish,2019-03-14,Thu,15:13:00,Good,Retail,Type_A,discount_type_4,,,
33955,14296,9000000797,0.28,3.33,0.93,Skittles original,2019-03-14,Thu,14:56:00,Good,Retail,Type_A,discount_type_2,,,
33965,14296,9000000813,0.28,3.33,0.93,Reeses pieces,2019-03-14,Thu,14:56:00,Good,Retail,Type_A,discount_type_2,,,
33980,14294,9000001008,3.21,1.9,6.1,Sour Patch Kids,2019-03-14,Thu,14:47:00,Good,Retail,Type_A,discount_type_2,,,
33981,14292,A000006340,1.63,1.9,3.1,Sour Patch Tricksters,2019-03-14,Thu,14:43:00,Good,Retail,Type_A,discount_type_2,,,
33985,14291,A000006397,1.62,3.06,4.96,Snickers,2019-03-14,Thu,14:40:00,Good,Retail,Type_A,discount_type_1,,,
33986,14289,A000006370,0.49,3.17,1.55,Nestle Crunch,2019-03-14,Thu,14:29:00,Good,Retail,Type_A,discount_type_1,,,
33987,14286,A000006525,0.49,4.43,2.17,Rolo,2019-03-14,Thu,14:22:00,Good,Retail,Type_A,discount_type_2,,,
33989,14286,9000000822,0.47,3.33,1.57,Reeses Miniatures,2019-03-14,Thu,14:22:00,Good,Retail,Type_A,discount_type_2,,,
33991,14285,A000006373,1.63,1.9,3.1,Peanut butter M&Ms,2019-03-14,Thu,14:16:00,Good,Retail,Type_A,discount_type_2,,,
33993,14285,A000006343,1.65,1.87,3.09,Nestle Butterfinger,2019-03-14,Thu,14:16:00,Good,Retail,Type_A,discount_type_2,,,
33995,14284,9000000937,0.19,3.7,0.7,Almond Joy,2019-03-14,Thu,14:16:00,Good,Retail,Type_A,discount_type_1,,,
33996,14282,A000006339,0.96,4.66,4.47,Reeses stuffed with pieces,2019-03-14,Thu,14:12:00,Good,Retail,Type_A,discount_type_15,,,
33997,14281,A000006525,0.49,4.88,2.39,Rolo,2019-03-14,Thu,14:09:00,Good,Retail,Type_A,discount_type_1,,,
33998,14280,9000001006,3.27,2.83,9.25,Reeses Miniatures,2019-03-14,Thu,14:05:00,Good,Retail,Type_A,discount_type_1,,,
33999,14279,A000006340,3.26,2.11,6.88,Sour Patch Tricksters,2019-03-14,Thu,14:02:00,Good,Retail,Type_A,discount_type_1,,,
34001,14279,A000006373,1.63,2.11,3.44,Peanut butter M&Ms,2019-03-14,Thu,14:02:00,Good,Retail,Type_A,discount_type_1,,,
34003,14277,A000006373,1.63,1.9,3.1,Peanut butter M&Ms,2019-03-14,Thu,13:36:00,Good,Retail,Type_A,discount_type_2,,,
34004,14276,A000006522,0.48,4.66,2.24,Swedish Fish,2019-03-14,Thu,13:35:00,Good,Retail,Type_A,discount_type_2,,,
34007,14276,A000006525,0.51,4.66,2.38,Rolo,2019-03-14,Thu,13:35:00,Good,Retail,Type_A,discount_type_2,,,
